,0,Total Mass (Mearth)
8428,20,4.193688434
8429,20,2.757030219
8430,20,2.069361183
8431,19,1.519301418
8432,20,1.365020546
8433,20,1.302589105
8434,20,0.34627982
8435,16,1.028362647
8436,20,1.622812971
8437,18,1.539340621
8438,20,0.744936307
8439,15,8.272927776
8440,17,3.581292905
8441,18,2.122630936
8442,16,7.456168346
8443,19,5.120827533
8444,18,9.388776354
8445,20,1.6747052660000001
8446,20,0.868657393
8447,20,0.798484172
8448,20,6.620692577
8449,19,2.422826202
8450,19,2.488489054
8451,19,1.043329014
8452,20,0.624314742
8453,7,10.072428949999999
8454,20,1.849847473
8455,20,4.988663673
8456,20,2.6828560990000003
8457,20,0.606245395
8458,20,0.467847177
8459,20,0.9005618639999999
8460,20,2.44667688
8461,20,0.852177787
8462,20,0.738974756
8463,17,10.222474851
8464,18,5.023505554
8465,19,6.717574054
8466,20,0.376299456
8467,20,0.53552128
8468,20,4.536609206
8469,19,3.423697294
8470,20,1.152677796
8471,20,1.130884979
8472,20,2.439255209
8473,20,2.46847556
8474,20,0.841777022
8475,17,6.949015387999999
8476,18,6.050526102
8477,20,0.404339247
8478,20,1.765917825
8479,20,0.782358172
8480,20,3.151743679
8481,20,4.433295865
8482,20,1.008807323
8483,20,1.4383027130000001
8484,19,6.2749701
8485,20,1.484924157
8486,15,7.074274583
8487,19,1.976500003
8488,19,1.572947739
8489,15,5.018199998
8490,20,1.42219967
8491,19,2.07597319
8492,15,6.707537497
8493,15,5.50158031
8494,20,1.199129724
8495,11,4.316505622
8496,19,3.5465904850000003
8497,20,1.347629969
8498,20,1.698762
8499,20,1.553182182
8500,19,2.64651869
8501,19,1.045913493
8502,18,1.834780878
8503,20,1.28653399
8504,20,1.080489896
8505,20,1.52477184
8506,19,6.589092999
8507,19,3.63674079
8508,20,3.106597011
8509,20,1.529276224
8510,19,8.846620074
8511,19,0.824001401
8512,20,0.840270163
8513,20,0.900547059
8514,20,1.262029059
8515,18,1.6190865319999999
8516,20,0.883007748
8517,20,1.118306993
8518,16,9.72567951
8519,18,3.339164216
8520,19,12.669731482
8521,20,1.683123135
8522,20,5.546184683
8523,20,1.075985326
8524,15,3.707873326
8525,20,0.932374468
8526,18,8.222078783
8527,18,2.669286078
8528,20,3.172908708
8529,20,0.397434281
8530,20,1.231136182
8531,18,5.288548736
8532,20,0.46958190699999997
8533,20,4.304238447
8534,9,4.492921621
8535,19,7.1460527990000005
8536,19,4.566365822
8537,20,6.842125317
8538,20,9.175329479
8539,19,3.474124465
8540,20,0.936558486
8541,20,3.957145528
8542,20,2.330721638
8543,20,0.733694516
8544,20,2.516469935
8545,19,2.309787558
8546,19,3.1956947270000002
8547,17,1.8303765
8548,13,12.331386456
8549,20,1.430022891
8550,15,5.329340662
8551,20,0.335188453
8552,20,1.253601162
8553,20,0.619926451
8554,20,2.802744534
8555,16,10.716903753
8556,20,3.357726987
8557,15,1.585007363
8558,18,1.1580080240000001
8559,20,0.86150767
8560,20,1.398148665
8561,20,1.138037379
8562,20,1.396665062
8563,8,11.10408642
8564,20,2.857514471
8565,20,1.2520768279999999
8566,20,0.41462787700000003
8567,20,0.923205664
8568,20,2.30204094
8569,20,0.8989210679999999
8570,20,1.48995222
8571,19,2.461113541
8572,18,6.960599124
8573,20,1.565868978
8574,19,2.620313463
8575,19,2.235295979
8576,20,1.9077758009999999
8577,20,2.011235169
8578,20,3.647416206
8579,18,3.334890373
8580,20,0.939873219
8581,20,1.142840362
8582,20,0.416057758
8583,19,1.902371102
8584,12,8.559044787
8585,20,1.6386920170000001
8586,15,8.266512931
8587,20,0.683266479
8588,20,4.24499111
8589,19,1.555841113
8590,20,1.082626475
8591,20,3.193132871
8592,20,0.8066771899999999
8593,17,5.9685411440000005
8594,15,9.416835555999999
8595,20,3.9678870770000003
8596,20,2.3942876490000002
8597,20,0.343514063
8598,17,5.325987351
8599,19,2.230633142
8600,20,6.941108586
8601,20,1.869290119
8602,20,0.689703226
8603,19,4.134103098
8604,16,5.449394732
8605,20,0.475072382
8606,19,1.771935845
8607,20,0.67914193
8608,20,4.559703879
8609,20,1.537151512
8610,18,2.9313058
8611,20,0.852083284
8612,20,1.2151410999999999
8613,17,3.91119907
8614,20,1.5824107603
8615,20,1.604039586
8616,18,4.438334942
8617,16,9.579608303
8618,20,1.630040131
8619,17,9.540552931
8620,20,2.596052729
8621,18,5.0762945010000005
8622,10,3.900004928
8623,20,1.601730174
8624,17,4.334969241
8625,17,3.537243106
8626,18,17.605234806
8627,20,1.925629817
8628,20,1.501138975
8629,11,2.432902036
8630,20,1.254324392
8631,20,3.085358261
8632,19,3.872200492
8633,20,1.453235552
8634,20,3.804506358
8635,19,4.045490855
8636,20,0.333369594
8637,20,2.051798762
8638,20,0.873808965
8639,13,5.906235865
8640,20,1.239527717
8641,20,1.292485478
8642,16,4.142363901
8643,20,7.105996926
8644,20,0.718151777
8645,20,2.010506725
8646,20,0.686336766
8647,13,10.565665098
8648,18,2.820727774
8649,19,3.655292587
8650,20,2.1455850229999998
8651,20,0.8653144
8652,16,6.444940571
8653,17,7.432980325
8654,20,0.557685836
8655,20,0.55273069
8656,20,0.783407782
8657,19,1.370125697
8658,19,3.566569919
8659,20,3.145792969
8660,20,0.799830777
8661,18,1.393898347
8662,20,0.624684603
8663,20,3.131370846
8664,20,6.407932759
8665,13,3.0216157519999998
8666,19,1.560703463
8667,20,14.202770164
8668,13,6.513696979
8669,20,1.430730711
8670,20,2.305353013
8671,16,3.386297848
8672,20,1.651599839
8673,20,1.030489306
8674,17,2.443106132
8675,20,0.613716544
8676,20,1.373991636
8677,20,1.434546735
8678,20,2.064003971
8679,20,0.713816937
8680,20,1.1404707570000001
8681,20,1.064024934
8682,20,2.483782808
8683,19,2.397872895
8684,20,0.524072591
8685,20,1.2989103480000002
8686,18,1.386419868
8687,17,5.0525996079999995
8688,19,2.657636084
8689,20,2.690725615
8690,20,0.442382031
8691,20,1.354685352
8692,17,9.81146021
8693,20,1.583707128
8694,20,1.57517922
8695,20,3.05636546
8696,20,0.445946281
8697,18,3.026395797
8698,18,2.926997021
8699,20,0.99561327
8700,20,1.157208148
8701,20,4.11731229
8702,20,0.411170512
8703,20,2.131477077
8704,20,1.674071727
8705,20,2.580714248
8706,20,2.472779943
8707,20,0.504805913
8708,20,2.412781705
8709,20,0.7451804479999999
8710,14,2.61931777
8711,19,8.609410463
8712,20,1.662801371
8713,20,1.0312107560000001
8714,20,1.635070263
8715,18,1.3801867429999999
8716,17,2.5256924769999998
8717,20,0.776008833
8718,20,1.069082393
8719,16,6.346628763
8720,20,1.356364479
8721,20,0.571802825
8722,20,1.462208419
8723,20,2.4538569470000002
8724,20,0.437919436
8725,20,1.971564582
8726,20,1.217546051
8727,20,1.189703394
8728,20,1.303770476
8729,20,2.27735919
8730,20,7.670739411
8731,18,2.869926956
8732,18,2.200289738
8733,20,0.617538522
8734,20,3.525065288
8735,20,1.675430757
8736,20,4.801631773
8737,15,7.789091236
8738,20,1.727291942
8739,18,2.396932844
8740,17,1.565525817
8741,20,0.541027586
8742,19,2.49434632
8743,17,3.088746259
8744,20,0.454562596
8745,20,1.654937388
8746,18,8.718180875
8747,20,3.7138208010000002
8748,17,1.163116727
8749,19,1.803267838
8750,16,6.760630588
8751,20,0.6591516940000001
8752,20,0.87335439
8753,20,1.326045147
8754,19,2.53185749
8755,18,2.402551738
8756,20,1.576898658
8757,19,0.708283699
8758,17,5.175902602
8759,19,2.200649757
8760,20,7.340130285
8761,20,1.309125141
8762,20,0.839683616
8763,20,1.206033346
8764,19,5.904388168
8765,20,0.528068473
8766,20,1.9818129420000001
8767,18,8.034411061
8768,20,1.1561955800000001
8769,20,1.520450077
8770,20,1.651896112
8771,20,1.062731873
8772,17,8.617411843
8773,20,1.401214783
8774,20,3.068603657
8775,18,4.4188343
8776,20,0.387831029
8777,19,3.1769870289999997
8778,20,2.089103093
8779,19,7.8364639920000005
8780,14,4.118494279
8781,20,6.508796395
8782,20,0.980922617
8783,16,5.074975582
8784,20,1.334603299
8785,20,0.695044519
8786,17,9.273136535999999
8787,20,1.98223281
8788,19,2.6101649940000002
8789,20,1.28285831
8790,20,0.47810439299999996
8791,20,0.541962427
8792,9,12.27350895
8793,20,2.960290091
8794,20,0.738169957
8795,20,1.681994041
8796,18,6.081557192
8797,20,0.450477766
8798,20,2.289934317
8799,12,6.345281021
8800,8,12.729962685
8801,15,9.683305695
8802,20,0.636797008
8803,17,10.599963690000001
8804,20,0.541591146
8805,20,1.028210613
8806,20,2.223121078
8807,20,1.229487066
8808,20,1.235114852
8809,19,5.404362038
8810,20,6.476601136
8811,18,3.976172632
8812,20,0.830979207
8813,20,0.731468997
8814,20,0.816368756
8815,20,6.60907284
8816,19,7.499927586
8817,20,3.179854046
8818,20,1.325095129
8819,20,1.483250886
8820,20,0.352519385
8821,20,0.996772077
8822,20,1.071509365
8823,20,4.560354197
8824,20,0.747706971
8825,20,1.8315585349999999
8826,17,3.803331957
8827,20,4.479957167
8828,20,0.578665518
8829,20,1.510824384
8830,16,5.816045915
8831,19,4.456741662000001
8832,20,0.78776311
8833,19,4.4008848160000005
8834,19,0.751521973
8835,19,3.982405238
8836,15,4.211655789
8837,20,3.0445993220000003
8838,20,1.351066623
8839,20,1.9264273379999999
8840,20,1.047581023
8841,20,0.711221441
8842,20,2.691170948
8843,20,1.385269311
8844,20,0.5421497040000001
8845,19,8.37287125
8846,13,6.849124371
8847,20,5.832947958
8848,20,0.685858949
8849,20,0.354768853
8850,20,3.948850814
8851,20,0.60097699
8852,20,1.274133281
8853,20,2.124971479
8854,20,0.998509783
8855,18,1.423990299
8856,17,1.37410004
8857,14,2.106671913
8858,12,6.603917561
8859,20,0.636619094
8860,17,7.099930799
8861,17,1.9166437
8862,19,7.108829838
8863,20,1.694855171
8864,17,2.021644072
8865,11,12.870623396000001
8866,13,8.788611666
8867,20,1.415422947
8868,20,2.572838916
8869,15,3.557588912
8870,19,1.392868793
8871,20,2.523137308
8872,19,12.647861171
8873,20,1.103797935
8874,20,1.7587141579999999
8875,20,0.9544277919999999
8876,20,1.067836421
8877,19,2.435239933
8878,20,0.777483239
8879,19,6.885259033
8880,20,0.993861338
8881,20,1.063589534
8882,20,0.701709189
8883,20,1.027068186
8884,12,2.9639136390000003
8885,18,1.882699514
8886,18,0.837865402
8887,20,1.079765927
8888,20,0.730842259
8889,19,8.773112288
8890,17,4.873931135
8891,20,0.701368128
8892,16,11.445088916
8893,20,11.345297045
8894,17,10.601612711000001
8895,20,2.453391057
8896,20,2.426758535
8897,14,2.517622631
8898,13,6.895520401
8899,20,4.129937012
8900,20,4.268453889
8901,20,4.430254462
8902,20,1.357508522
8903,20,1.348928548
8904,20,0.891507199
8905,20,9.800142009
8906,19,11.743528801
8907,20,5.74527137
8908,14,9.457610582
8909,20,0.8865139049999999
8910,20,1.025762498
8911,17,10.088516803
8912,20,0.744562201
8913,14,1.771370701
8914,19,3.3778520050000003
8915,20,1.24179216
8916,20,1.276216703
8917,20,0.982975182
8918,20,1.603564341
8919,20,1.149218612
8920,20,0.782240371
8921,20,1.5367498179999999
8922,18,5.0419289019999995
8923,19,1.397737138
8924,20,1.858701701
8925,17,4.495959826
8926,20,0.629618145
8927,18,1.841440786
8928,19,2.457945436
8929,20,1.060181494
8930,19,2.616120322
8931,19,7.203125178
8932,17,1.713989449
8933,20,0.7158046889999999
8934,20,1.495840939
8935,20,0.649327004
8936,19,6.610232567
8937,16,2.266437944
8938,17,16.648128631
8939,19,1.266291453
8940,20,1.429027708
8941,20,0.605611555
8942,20,1.147142924
8943,14,5.985401971
8944,20,0.5327621180000001
8945,20,5.419847646
8946,20,1.1482219839999999
8947,20,1.345383854
8948,19,1.068778877
8949,20,7.123995687
8950,20,1.276307972
8951,20,1.577835844
8952,20,1.917962477
8953,20,0.45637036000000003
8954,19,1.763261963
8955,19,1.509617191
8956,17,1.170780733
8957,17,2.8240036490000002
8958,20,1.313207478
8959,20,1.244700304
8960,15,11.392921248
8961,20,1.589514463
8962,20,0.522652442
8963,15,2.294068516
8964,20,2.078958623
8965,20,1.5720171
8966,19,1.949845055
8967,20,3.422519073
8968,20,1.090992548
8969,20,2.515850033
8970,20,1.595957973
8971,19,1.069826231
8972,20,0.911875287
8973,20,0.839425889
8974,19,1.998875376
8975,17,1.911117834
8976,20,1.660935075
8977,20,2.154751417
8978,20,1.188131775
8979,20,2.583615978
8980,20,0.49763948
8981,16,3.182118741
8982,20,2.189297403
8983,20,4.571327177
8984,20,1.118353049
8985,20,0.754162459
8986,20,1.40458697
8987,16,2.178746063
8988,20,0.401166957
8989,19,1.804171316
8990,20,0.305206518
8991,18,7.779336524
8992,19,3.225999958
8993,20,1.089322418
8994,20,1.485471414
8995,20,1.580757986
8996,11,11.948814414000001
8997,20,0.605609984
8998,14,9.851751945
8999,20,4.384924936
9000,20,1.078445166
9001,18,14.731278266
9002,20,3.990716631
9003,15,3.262834267
9004,20,0.8002767470000001
9005,20,0.578394512
9006,17,8.585134964
9007,19,1.349522527
9008,20,0.789115306
9009,20,0.435753883
9010,20,1.735718501
9011,18,1.373599425
9012,19,1.093051049
9013,20,1.740840194
9014,16,5.321477191
9015,20,1.304999112
9016,20,1.7497089160000001
9017,15,12.578023435999999
9018,20,1.719049848
9019,20,0.604984388
9020,20,1.388947247
9021,20,1.068018334
9022,20,0.79983055
9023,20,9.772223384
9024,20,0.32224682
9025,20,0.352694786
9026,19,1.975815238
9027,19,6.135444789
9028,20,1.224650324
9029,17,8.279382719
9030,18,8.071732388000001
9031,18,9.625372788
9032,20,0.699877746
9033,20,3.5900886929999998
9034,20,1.939218816
9035,16,6.979843765
9036,20,0.568902416
9037,12,15.054731763
9038,20,0.425837803
9039,20,2.077280153
9040,20,0.637105628
9041,20,0.815238934
9042,20,1.511367173
9043,11,17.206880329
9044,16,3.958320135
9045,18,1.905522086
9046,16,5.056376267
9047,17,7.212586815
9048,20,1.186035811
9049,20,1.032634972
9050,20,2.269254456
9051,19,3.2085280959999998
9052,20,3.635160595
9053,19,2.931604226
9054,20,0.472881955
9055,20,0.637901312
9056,20,0.661476796
9057,19,1.698014205
9058,19,4.390250941
9059,20,0.320367866
9060,20,0.684314954
9061,17,9.941451395
9062,20,0.92718988
9063,20,1.2565099800000001
9064,19,2.029793716
9065,14,8.718668958
9066,20,3.5604553730000004
9067,15,15.558949448
9068,12,15.130271548000001
9069,20,0.633533049
9070,12,2.9087695989999998
9071,20,3.9564827179999997
9072,20,4.652582521
9073,18,3.325615044
9074,20,0.791399105
9075,20,4.161683057
9076,16,7.618349387
9077,18,1.474881706
9078,20,1.8286218650000001
9079,20,1.905357806
9080,19,4.883680517
9081,20,1.7127665410000001
9082,18,3.952470356
9083,20,3.305447334
9084,19,2.245989417
9085,17,2.026301408
9086,20,2.36669025
9087,16,5.14388424
9088,19,6.361842583
9089,20,1.671310037
9090,20,1.0253689879999999
9091,20,2.723603362
9092,18,9.310701745
9093,20,1.022936067
9094,20,0.953494433
9095,17,2.385339877
9096,16,3.141110926
9097,19,7.996109311
9098,20,5.1282838129999995
9099,20,1.780227019
9100,19,0.769648571
9101,19,11.138627194
9102,20,0.797171128
9103,18,12.525926134
9104,20,1.808185857
9105,20,4.553826789
9106,20,1.015718503
9107,19,1.8407440720000001
9108,20,0.530191495
9109,20,3.491368988
9110,16,8.465303066
9111,19,4.410953666
9112,19,2.144526819
9113,16,3.233863678
9114,19,7.755800483
9115,16,1.515724213
9116,20,2.1884969830000003
9117,20,0.668537075
9118,20,1.485774495
9119,20,2.569491239
9120,17,7.928881963
9121,16,21.611676939
9122,20,3.682333705
9123,16,3.854149601
9124,20,0.653992557
9125,13,5.0921354039999995
9126,20,5.874360792
9127,20,1.053284171
9128,20,0.79048769
9129,20,0.627346642
9130,20,1.613174958
9131,15,2.7929703310000003
9132,18,1.115291304
9133,20,1.320499149
9134,17,5.143534353
9135,19,2.525973265
9136,19,14.488551955
9137,20,0.898713695
9138,20,2.175774075
9139,17,2.316075612
9140,20,2.263216418
9141,19,1.11249567
9142,15,13.615500056
9143,20,1.056641087
9144,15,9.951220272
9145,11,10.475895586
9146,16,6.747907091
9147,20,2.934032199
9148,17,2.10755664
9149,20,0.616728571
9150,20,2.432105302
9151,20,2.034984961
9152,20,1.157600606
9153,20,1.92877077
9154,20,2.05506349
9155,20,1.520232742
9156,20,0.565510778
9157,20,5.192748957
9158,19,3.960000068
9159,20,2.4394757990000002
9160,12,12.754735489
9161,19,1.844387985
9162,19,3.459839841
9163,19,6.3699072359999995
9164,20,1.615742437
9165,19,2.613899254
9166,14,7.155410361
9167,20,1.618736868
9168,19,1.601448741
9169,20,0.666015778
9170,20,0.616659374
9171,20,1.251917453
9172,20,2.341311873
9173,20,0.74374595
9174,20,4.279915222
9175,20,1.721676465
9176,17,0.934042955
9177,20,4.61759627
9178,20,2.759948201
9179,20,1.699840303
9180,19,2.8337343059999998
9181,16,6.671545548
9182,20,1.675046435
9183,20,4.82725124
9184,19,5.570684447
9185,20,0.337960215
9186,17,5.5143750350000005
9187,20,2.765016513
9188,20,0.424400972
9189,13,10.022735104
9190,20,0.929303001
9191,20,0.699548868
9192,20,1.112924549
9193,20,1.696359902
9194,20,0.786597179
9195,20,2.035840329
9196,12,8.852647647
9197,20,5.596528338000001
9198,13,9.546337545
9199,20,0.411828254
9200,17,6.167091232
9201,19,2.9440376749999997
9202,20,0.977558011
9203,19,3.496167374
9204,19,1.456900481
9205,20,1.241188771
9206,19,7.963795363
9207,20,4.545485248
9208,15,7.589977776
9209,20,3.394352528
9210,20,0.362085541
9211,20,3.437058492
9212,20,1.946735454
9213,19,2.49862801
9214,20,1.309199631
9215,20,2.190882455
9216,20,1.412415292
9217,20,2.611119699
9218,20,1.31823579
9219,20,1.806961037
9220,20,0.979692494
9221,18,5.724460144
9222,20,0.898478962
9223,20,1.614507929
9224,20,0.689624456
9225,20,1.347724784
9226,20,0.96061708
9227,19,2.196490452
9228,17,7.764772174999999
9229,20,0.644777958
9230,20,0.647464287
9231,20,1.689022685
9232,20,2.7564994080000003
9233,20,1.2843625730000001
9234,19,1.763351506
9235,20,0.730257185
9236,19,2.371421124
9237,19,1.59036446
9238,20,0.716946113
9239,19,3.6949181720000004
9240,20,1.525858195
9241,19,0.886842569
9242,20,0.980812576
9243,20,1.342047671
9244,20,2.827145184
9245,20,1.263588418
9246,20,0.961624016
9247,20,1.275336219
9248,20,0.550675193
9249,20,3.078081178
9250,20,0.793824619
9251,20,1.025198824
9252,17,2.810150603
9253,15,4.693513251
9254,20,1.270981135
9255,16,12.580144531
9256,20,4.1347338240000004
9257,20,0.922580416
9258,20,0.927483427
9259,20,0.91445968
9260,20,1.887417697
9261,14,2.65280563
9262,20,2.9950483820000002
9263,20,1.794903255
9264,20,1.6357276539999999
9265,20,2.293035349
9266,19,10.314184388000001
9267,20,0.476649922
9268,20,1.5939077879999999
9269,20,6.014662102
9270,13,3.157792239
9271,20,1.035462779
9272,20,0.599516595
9273,20,0.396186466
9274,19,2.963529588
9275,20,3.938778316
9276,19,5.440967935
9277,20,1.296808089
9278,15,3.37011338
9279,20,0.815031355
9280,10,7.494508815
9281,20,0.937348609
9282,20,0.844394971
9283,20,0.556862917
9284,20,0.658692104
9285,20,1.877818056
9286,19,5.338881323
9287,20,0.456192604
9288,20,2.007174102
9289,20,1.914443137
9290,17,1.071684944
9291,20,1.152228752
9292,17,8.332111075
9293,20,1.071385778
9294,20,1.052434438
9295,20,1.015824156
9296,19,2.687357485
9297,20,1.91650548
9298,20,0.8296889080000001
9299,19,4.783109607
9300,17,5.160587826
9301,20,3.176638331
9302,19,6.747808334
9303,20,2.3447568420000002
9304,20,1.6115213609999999
9305,17,4.786471991
9306,19,0.8129837010000001
9307,20,1.15322918
9308,19,14.584622233
9309,20,0.420887805
9310,20,0.574035631
9311,20,1.149756121
9312,20,1.14929541
9313,14,10.392566978
9314,16,3.9580983290000002
9315,16,12.951224019
9316,17,5.5833355749999996
9317,20,1.412775477
9318,20,0.723808611
9319,19,9.236843525
9320,20,2.245146204
9321,18,2.234344529
9322,19,4.179032293
9323,19,2.582732689
9324,20,1.264068205
9325,14,8.188688818
9326,20,0.544157745
9327,18,7.653195358
9328,20,0.81046721
9329,20,4.360303592
9330,19,2.79033867
9331,20,0.689055735
9332,20,1.643550816
9333,20,0.938006267
9334,20,3.204511249
9335,20,3.090138344
9336,17,2.9341831089999997
9337,20,3.331615508
9338,20,1.710168903
9339,20,0.859905417
9340,20,0.895252822
9341,20,0.626731397
9342,20,0.859652412
9343,20,1.8444652990000001
9344,20,0.523958453
9345,20,1.942844781
9346,13,2.358455287
9347,18,1.837185748
9348,20,3.499397779
9349,18,12.692801745
9350,20,0.836249993
9351,20,0.55299042
9352,10,7.151517823
9353,20,1.271249673
9354,20,2.474154779
9355,20,3.46216266
9356,19,5.872628766
9357,20,0.658989279
9358,14,10.746639361
9359,20,1.411993181
9360,20,0.94619068
9361,20,1.317992284
9362,19,1.353896977
9363,20,1.087152991
9364,20,2.911278054
9365,20,2.698975278
9366,20,2.443254345
9367,20,1.045934055
9368,20,1.271469153
9369,19,8.242873034
9370,20,0.63721371
9371,20,2.089776179
9372,19,4.7981137149999995
9373,10,8.021558378
9374,20,1.515833527
9375,15,5.13438669
9376,19,6.110012704
9377,19,2.233056928
9378,20,1.221578354
9379,19,0.692209085
9380,20,0.877014577
9381,20,1.675566102
9382,20,1.3461015029999999
9383,20,0.599297895
9384,20,7.772182103
9385,20,0.560487158
9386,20,0.874580259
9387,20,0.660752398
9388,18,2.060592907
9389,20,6.100908784
9390,19,1.57277946
9391,20,0.825824508
9392,20,3.126439101
9393,20,0.492685507
9394,20,4.247626011
9395,20,1.854830222
9396,20,0.626687138
9397,20,2.847901878
9398,19,9.890319396
9399,20,0.500840855
9400,20,1.364221011
9401,19,4.601958456
9402,16,2.141664915
9403,20,1.821769497
9404,20,1.7536802919999999
9405,20,1.528348278
9406,20,0.5171353439999999
9407,20,1.656432008
9408,19,1.798848608
9409,20,6.694525808
9410,18,2.323147478
9411,14,3.7048985699999997
9412,20,0.705027123
9413,14,2.821757681
9414,20,1.882579308
9415,20,1.131160789
9416,20,1.397303552
9417,19,4.524635523
9418,20,2.5806679619999997
9419,19,1.65104933
9420,20,10.238228642
9421,10,13.592357400000001
9422,19,8.271501808
9423,20,1.568138048
9424,12,5.32288074
9425,20,0.658854213
9426,20,1.197209173
9427,20,0.573548343
9428,17,11.610529151
9429,18,1.502890468
9430,20,2.373968795
9431,16,8.901004115000001
9432,20,1.3523846160000002
9433,20,0.401661779
9434,20,0.5505880120000001
9435,13,7.899395389
9436,20,1.4063560110000002
9437,20,2.103059418
9438,16,11.581565379
9439,20,3.220221064
9440,18,2.576268424
9441,18,1.724157613
9442,20,3.087646324
9443,18,3.467387265
9444,20,0.8142385999999999
9445,20,1.1173366759999999
9446,19,2.1712888009999998
9447,19,2.951407057
9448,19,6.012653
9449,20,9.498226241
9450,18,18.098338448
9451,20,1.0374793500000001
9452,20,1.627189096
9453,20,0.904729671
9454,18,7.588648775
9455,20,1.3258369030000001
9456,19,1.680245404
9457,19,5.498251013
9458,15,6.562177009
9459,19,2.15938165
9460,20,0.667428889
9461,20,1.118676983
9462,20,1.372316377
9463,20,0.509654388
9464,16,11.432506943
9465,20,0.798662972
9466,19,4.901569162
9467,20,2.760037235
9468,15,7.372738923
9469,20,0.842655371
9470,19,4.7740135530000005
9471,20,7.7177877420000005
9472,20,1.607480914
9473,20,2.770641477
9474,16,4.339706535
9475,20,2.266071784
9476,18,1.433769326
9477,19,9.234808956
9478,20,0.765624964
9479,20,2.091203739
9480,16,5.104516931
9481,20,2.533739079
9482,20,0.681577338
9483,16,7.768114323
9484,20,0.480594959
9485,20,0.95850669
9486,20,1.684938217
9487,20,8.751818499
9488,20,0.887261693
9489,20,1.040075487
9490,20,0.49413761500000003
9491,20,6.074911913
9492,15,15.236216462
9493,16,2.36890928
9494,20,1.341231492
9495,20,3.224064123
9496,20,1.099261735
9497,20,2.55395633
9498,20,1.6341212889999999
9499,20,0.855339443
9500,19,1.600217037
9501,20,1.16562212
9502,20,1.082006092
9503,16,3.9667845489999998
9504,19,8.369108956
9505,20,0.754255871
9506,18,4.136910433
9507,20,3.416920443
9508,20,1.78725856
9509,19,6.27004481
9510,20,1.565613367
9511,20,2.269663933
9512,19,4.455014247
9513,20,0.762418945
9514,20,1.3235632560000001
9515,16,7.9695329919999995
9516,19,8.028517287
9517,16,8.176720521
9518,19,4.465534052
9519,20,1.435916949
9520,19,5.684243761
9521,14,15.850585192
9522,20,1.0514178650000001
9523,20,4.071209625
9524,20,0.48363960100000003
9525,20,1.059652891
9526,15,4.5843871169999995
9527,20,0.432670706
9528,20,3.853078163
9529,20,3.108316359
9530,20,0.450820805
9531,20,2.597640617
9532,20,1.29297049
9533,20,1.455074878
9534,19,1.524244295
9535,20,0.313181402
9536,20,0.580533598
9537,20,4.343617341
9538,20,1.122429658
9539,20,0.482443482
9540,20,1.795904459
9541,15,11.267020964
9542,20,0.45885964
9543,18,0.875854425
9544,19,3.5585590480000002
9545,19,2.045257877
9546,20,0.719999207
9547,15,4.1564871629999995
9548,18,19.395439209
9549,20,1.302432951
9550,20,1.085961569
9551,20,2.387569613
9552,19,1.133415922
9553,20,1.5439688089999999
9554,20,1.105754176
9555,20,0.881091969
9556,17,3.002360876
9557,20,2.481284804
9558,20,0.823966533
9559,20,1.283376724
9560,20,0.773192843
9561,20,1.907707159
9562,20,0.7712577549999999
9563,20,2.1739693780000002
9564,19,4.861891304
9565,19,2.089142808
9566,20,0.749632971
9567,20,3.526757399
9568,20,0.663849646
9569,20,3.367114524
9570,20,2.072381033
9571,20,0.553220853
9572,20,2.514759909
9573,12,4.336420866
9574,18,1.8903158
9575,20,0.738526661
9576,20,0.670494274
9577,20,0.574506389
9578,17,8.135395899
9579,20,0.451693474
9580,18,9.641972835
9581,20,0.643900205
9582,20,1.158024867
9583,19,2.852437123
9584,20,3.127759421
9585,20,6.367569812
9586,20,0.940253333
9587,20,2.119953253
9588,20,2.327829198
9589,20,0.584349561
9590,20,2.194783958
9591,19,1.165765873
9592,16,5.183441521
9593,20,4.8503955979999995
9594,20,1.928665607
9595,18,10.611441049
9596,19,5.506813595
9597,20,4.736121477
9598,20,1.6475073169999999
9599,18,2.675878478
9600,20,1.686529444
9601,20,1.746930207
9602,19,3.8369945039999998
9603,20,0.583679005
9604,14,8.128770447
9605,20,3.826631845
9606,13,8.441064283
9607,20,1.043077572
9608,20,1.162649097
9609,20,1.446156732
9610,20,3.478161864
9611,20,0.551138193
9612,20,1.0609286820000001
9613,20,1.823626805
9614,20,0.836730637
9615,20,2.483596592
9616,18,2.597969468
9617,16,2.463626503
9618,20,3.950602133
9619,13,11.475092569000001
9620,20,0.767185259
9621,20,0.865219648
9622,19,2.642707127
9623,20,0.392339116
9624,20,0.488991695
9625,18,2.5769500709999997
9626,20,1.290747502
9627,20,5.389332755
9628,20,0.647715746
9629,20,0.407594304
9630,19,8.396512504
9631,20,0.68616068
9632,20,0.866387116
9633,19,1.8252547970000002
9634,20,0.5703773400000001
9635,19,5.544117169
9636,20,1.303448406
9637,20,3.385842062
9638,20,2.0056151620000002
9639,18,12.410680214000001
9640,20,2.355774796
9641,19,2.951817934
9642,12,13.422026765
9643,20,1.586362762
9644,20,3.545299914
9645,19,2.673478563
9646,16,15.348082391
9647,18,9.002936409
9648,20,1.046350663
9649,20,0.79161335
9650,20,1.01903974
9651,20,0.46414290799999997
9652,20,0.622981557
9653,19,12.011341437
9654,19,3.098637269
9655,19,9.228358256
9656,18,1.677548167
9657,20,0.8524073489999999
9658,19,7.589075181
9659,20,0.578753127
