,0,Total Mass (Mearth)
268,20,0.998910421
269,20,0.551698693
270,20,1.133482668
271,20,0.912539815
272,19,2.411243515
273,20,2.566719888
274,20,1.494875565
275,19,4.610719402
276,20,2.468012231
277,20,0.555945301
278,14,6.953779525
279,20,1.038215598
280,20,0.984073156
281,20,1.26473558
282,20,6.666582952
283,20,2.653593871
284,20,4.32793865
285,20,8.856115707
286,20,1.452129235
287,19,2.868060101
288,20,1.164171523
289,20,2.709859911
290,20,1.570772785
291,20,0.812420955
292,20,1.317788632
293,19,4.181862107
294,20,2.237034292
295,20,1.92331173
296,15,18.218009772
297,20,0.8905027759999999
298,20,0.439687339
299,16,1.055881985
300,20,1.157409918
301,20,0.918963236
302,20,0.569373185
303,20,4.346447755
304,16,5.452482965
305,20,1.275207249
306,20,3.9952529020000003
307,19,0.896925439
308,20,2.318318892
309,13,11.857622995
310,17,3.901470299
311,15,1.678710806
312,20,1.8601413580000001
313,20,8.805482854000001
314,19,9.453016512
315,20,0.349104628
316,20,1.313293611
317,20,0.515599933
318,18,5.247024974
319,15,7.849587059
320,20,1.520606624
321,18,4.445186266
322,20,1.542533907
323,17,4.430715543
324,20,1.724653847
325,19,10.459146048000001
326,14,3.2337859680000003
327,20,1.919934887
328,19,3.615125704
329,17,13.208254999
330,19,2.231247755
331,18,2.985975631
332,20,1.024313613
333,10,4.470064111
334,20,1.095966419
335,20,1.416898904
336,20,3.491768848
337,16,11.876682560999999
338,17,4.833362563
339,16,3.317288937
340,20,0.806590889
341,20,1.216274691
342,20,0.7259016420000001
343,20,8.343649585
344,20,1.274285313
345,20,0.32180537600000003
346,20,0.494587331
347,20,0.90675454
348,19,2.01047556
349,20,1.002976393
350,19,1.1031836640000001
351,18,10.627431653
352,11,10.427984969
353,20,0.8825501600000001
354,20,0.766118273
355,10,10.828388887
356,20,1.256934397
357,18,4.75182023
358,19,1.511516328
359,20,4.847256655
360,19,2.109544269
361,17,11.827192599
362,20,1.491782221
363,20,2.666425211
364,20,5.51985569
365,20,0.585779166
366,17,7.7453611030000005
367,20,2.397155858
368,20,2.533797463
369,19,0.9620191770000001
370,20,1.050593334
371,20,1.843890447
372,18,2.421429808
373,20,0.744472541
374,19,4.673646164
375,20,0.504767148
376,20,0.619428963
377,19,1.364276633
378,15,5.080629436
379,20,0.47054439
380,18,2.011940922
381,20,1.836269723
382,20,3.74971235
383,20,2.3395879269999997
384,20,2.893074393
385,20,2.06896473
386,20,3.337809332
387,19,1.9339667649999999
388,20,1.304650383
389,20,1.061984057
390,20,0.498686426
391,20,1.367300682
392,20,0.463065741
393,20,0.975138235
394,20,0.503553228
395,17,4.287849903
396,20,1.075834828
397,20,0.354548792
398,20,3.733256024
399,20,1.509971749
400,20,2.750996139
401,6,10.246223044
402,13,3.1811306839999998
403,15,3.599837767
404,20,3.556787857
405,13,12.115377274
406,20,1.288557897
407,20,0.762345323
408,18,3.0018715559999998
409,20,1.573419648
410,20,2.290091038
411,20,1.270211156
412,20,0.348298761
413,11,25.0908304
414,17,15.51499986
415,20,0.990967279
416,20,1.1742709900000001
417,20,1.725138949
418,19,2.006879413
419,19,3.158008931
420,20,1.018910553
421,12,9.39986959
422,18,2.2549594
423,20,0.7901615869999999
424,20,1.7884311880000001
425,19,7.22488888
426,20,1.024338108
427,20,3.995889903
428,20,1.547735452
429,20,0.807454041
430,20,0.482380235
431,20,1.103667678
432,17,1.862406609
433,19,1.298330857
434,20,0.431069817
435,20,0.740734922
436,20,1.538156997
437,20,8.648074739
438,19,2.368843418
439,20,1.377378152
440,18,2.734607148
441,10,3.46371617
442,20,1.391678213
443,16,1.6226953499999999
444,20,2.802548212
445,14,2.112767013
446,20,2.932350177
447,20,1.444222913
448,20,0.825365058
449,20,1.133237211
450,20,1.082069457
451,15,4.927086134
452,20,0.751506957
453,20,1.525972736
454,20,0.964260284
455,20,0.855305038
456,17,11.701626775
457,19,6.555622408
458,19,2.964775789
459,19,2.022968573
460,16,3.558914635
461,20,8.318846481
462,20,2.736666908
463,18,4.670671898
464,20,1.33950539
465,15,8.799335603
466,20,8.22434573
467,20,6.866335976
468,10,11.09500857
469,19,0.999669514
470,20,1.068489686
471,19,1.517484142
472,20,1.904004148
473,20,1.537615857
474,18,10.692067434
475,20,0.593231797
476,20,2.091631263
477,20,10.539998379
478,16,4.813016963
479,18,1.665663654
480,20,1.328153701
481,18,14.525425821999999
482,20,0.41505701500000003
483,20,3.196763324
484,20,1.083242445
485,20,0.385019223
486,17,4.625156256
487,20,2.627799324
488,20,0.924686799
489,20,2.520415313
490,13,12.445482723
491,20,8.942860862
492,18,1.023949088
493,20,2.659743296
494,19,2.031267659
495,20,1.742440036
496,18,5.949475832
497,20,0.39589636699999997
498,20,2.472768721
499,20,1.555414348
500,16,4.161167724
501,20,0.606239841
502,20,0.737360409
503,20,0.502465998
504,18,11.002652043
505,20,2.7215040630000003
506,13,14.839858051
507,15,2.2440413169999998
508,19,1.708244288
509,19,0.586789243
510,20,1.411230448
511,20,1.222372679
512,16,3.91816815
513,10,7.188022366
514,18,2.478404161
515,20,3.4127117240000002
516,19,2.339067351
517,20,1.852372928
518,20,1.297623845
519,20,0.765329896
520,14,13.706349318000001
521,20,0.678342808
522,17,4.817166895
523,17,5.10642636
524,20,2.200465141
525,20,2.971684296
526,20,1.436700284
527,20,0.741657468
528,20,0.575598964
529,20,0.436764018
530,18,8.004427634
531,20,1.641494331
532,20,0.415742803
533,20,1.1232555610000001
534,20,0.450630058
535,20,2.989852906
536,20,3.07875794
537,20,1.532678284
538,16,6.969004609
539,20,0.696396902
540,20,3.0584750290000002
541,19,2.849213734
542,20,1.717301783
543,18,8.003519993000001
544,20,0.333987812
545,19,1.300324474
546,20,2.999261512
547,19,2.050553227
548,20,1.418442498
549,20,0.8760336009999999
550,20,3.6097118
551,19,3.295503834
552,20,2.5952446829999998
553,20,0.751160863
554,20,0.37337386300000003
555,20,6.120766878
556,20,1.499783592
557,20,2.345789398
558,20,0.707955443
559,19,2.042010733
560,20,0.831069148
561,20,7.404325788
562,20,1.762434676
563,20,0.533836993
564,20,2.5890656610000002
565,20,1.233664643
566,20,0.583593006
567,20,0.54110516
568,20,1.25913674
569,20,1.610449178
570,20,3.406015483
571,18,1.820822211
572,14,2.549102524
573,20,0.50687295
574,13,3.676832084
575,20,0.775076136
576,17,9.087360985
577,20,1.789476486
578,18,3.818227998
579,20,1.766009697
580,20,2.291108783
581,20,1.939403295
582,18,1.621846197
583,20,1.989466936
584,20,0.990185793
585,20,1.739526151
586,20,1.485871094
587,20,1.00308639
588,20,1.428594185
589,20,1.285777034
590,20,1.197117628
591,20,0.599120469
592,20,1.417198165
593,20,1.539752867
594,20,1.101300754
595,19,1.389803771
596,18,1.6797337680000002
597,20,0.530993615
598,20,0.741917302
599,20,1.960010169
600,20,0.527356027
601,20,2.825016692
602,20,0.9224462969999999
603,20,2.381979358
604,19,2.090989363
605,19,1.378573988
606,20,0.720681355
607,20,0.827737195
608,20,0.724342351
609,20,2.012492308
610,16,4.746208657
611,18,1.415647754
612,20,0.9292368719999999
613,20,4.313349332
614,20,1.32360456
615,20,1.963084211
616,20,1.781407137
617,20,3.596867983
618,20,1.8229873090000002
619,20,1.01498132
620,20,1.091808353
621,18,13.319281835
622,15,4.7977667969999995
623,19,3.895496675
624,20,0.828567348
625,20,3.694190318
626,20,3.569086759
627,20,0.745996991
628,20,0.836940066
629,20,1.168118736
630,19,1.542599689
631,20,0.624799125
632,15,14.41888794
633,20,4.632596977
634,20,0.695740282
635,9,8.30671006
636,20,2.720262104
637,20,0.2969671502
638,20,5.737448273
639,20,0.6350786860000001
640,20,0.767257857
641,16,10.162517083000001
642,20,1.735597406
643,20,2.1366047
644,20,0.89398653
645,19,1.01151104
646,19,5.340645946
647,20,0.665438025
648,20,0.446760358
649,18,3.14152173
650,20,2.098325301
651,20,0.548577496
652,20,1.002172303
653,20,12.500947819
654,19,3.39962612
655,20,1.9059599010000001
656,14,7.734501256
657,17,2.104162747
658,20,0.754699353
659,20,7.757346784
660,20,0.692045409
661,20,5.714159265
662,20,2.137555029
663,20,3.257401754
664,14,2.2919802
665,18,0.9992471549999999
666,20,0.419389533
667,20,2.050864155
668,18,6.821400719
669,20,2.1811958
670,20,1.084555292
671,20,1.269629435
672,20,5.923862810999999
673,20,1.152239633
674,20,0.650657068
675,20,0.6932729559999999
676,20,1.764146893
677,20,3.469522336
678,19,1.987747753
679,20,0.765678667
680,20,0.984941482
681,19,2.961990285
682,20,0.672452818
683,20,1.280297197
684,20,0.828435229
685,20,3.003325081
686,20,1.410900582
687,19,3.438765855
688,20,0.787000956
689,20,2.620460938
690,20,1.114510121
691,20,0.705773859
692,20,3.1061190510000003
693,20,2.438313963
694,20,0.513568345
695,20,3.383600576
696,20,6.655264219
697,20,3.186542135
698,20,8.000050435
699,20,3.446225125
700,20,2.881438722
701,19,1.371169043
702,20,2.105466627
703,20,0.858271744
704,10,14.109540811
705,20,0.9032127249999999
706,20,1.252531668
707,16,11.833206076
708,20,3.324440966
709,17,4.572599675
710,20,0.502638315
711,13,5.964477251
712,20,2.345321596
713,20,0.689572598
714,17,2.182327206
715,20,2.439277657
716,20,4.055962129
717,20,1.4093867279999999
718,20,2.095255697
719,20,2.361438914
720,20,0.459816223
721,20,1.794568925
722,17,2.636160893
723,18,0.813061559
724,16,2.656133994
725,19,0.990636469
726,20,1.250381593
727,20,1.426861198
728,20,0.645228691
729,20,1.224150916
730,10,11.26923975
731,20,0.5733294290000001
732,20,2.036940085
733,20,1.783932669
734,20,0.899476143
735,20,0.542086971
736,20,1.794927541
737,20,2.544377094
738,16,15.952666768
739,19,1.88429577
740,20,1.300703185
741,20,1.054225224
742,19,1.838958742
743,17,7.522974252
744,17,4.900791946
745,20,1.2839910860000001
746,17,2.730387258
747,17,10.182439246
748,20,0.48026707300000004
749,11,5.473812742
750,19,8.003122188
751,18,8.589775548
752,16,2.845017144
753,20,0.859869409
754,20,1.521728799
755,17,3.428608992
756,8,6.317548792
757,20,1.338043083
758,20,5.223135098
759,20,1.860350065
760,20,0.53343659
761,20,0.618929987
762,20,0.709370874
763,16,3.577509849
764,10,12.503449243
765,18,3.625435939
766,19,1.615499583
767,20,0.569290277
768,20,2.59050591
769,20,1.723598439
770,20,2.920286533
771,20,1.181463899
772,14,1.6837831380000001
773,19,2.842732441
774,20,0.905491931
775,16,16.988817878
776,20,0.544324074
777,18,1.065537354
778,20,3.008445716
779,20,1.1445461239999999
780,20,0.310784298
781,20,0.525707202
782,20,0.55761089
783,20,1.650215296
784,19,6.444082428000001
785,19,6.215142148
786,20,1.013209414
787,20,0.668887412
788,20,3.098187539
789,20,1.4195955740000001
790,20,0.880779411
791,11,9.683472901
792,20,1.683291774
793,14,5.104746083
794,20,0.455623579
795,19,2.254315674
796,20,2.299225081
797,20,6.119380797
798,20,6.1966568429999995
799,19,1.038384185
800,20,0.52905655
801,17,9.702211759
802,20,1.838927631
803,20,0.509343497
804,19,2.695416481
805,20,5.5095544610000005
806,20,3.402437085
807,20,3.110211677
808,15,5.76418304
809,16,9.358582535
810,15,6.818406387
811,20,1.441976423
812,20,4.1316072319999995
813,20,0.9235971
814,20,1.1260220220000001
815,20,0.623961203
816,19,1.316299768
817,18,8.62193008
818,20,1.545621205
819,17,4.3669884340000005
820,19,1.2327939940000001
821,20,0.751095522
822,20,2.187623392
823,20,2.51765382
824,19,10.534863601
825,18,2.343632966
826,20,0.6985243879999999
827,20,0.72095639
828,20,2.329132026
829,19,4.702544257
830,20,1.128940377
831,20,0.565116399
832,20,6.439955152
833,15,5.082251861
834,18,1.772800767
835,19,2.3085749349999998
836,16,12.544348305
837,20,2.407021907
838,19,7.529313462999999
839,18,1.011718184
840,20,0.745303155
841,15,2.524609903
842,13,9.685790306
843,20,1.770678343
844,20,3.373400602
845,20,3.082108178
846,20,4.7923407749999996
847,20,0.935289512
848,16,3.562746669
849,20,3.594938196
850,20,1.243395666
851,20,1.448856362
852,20,1.440690727
853,17,6.009352043
854,20,1.450125486
855,19,5.285776503
856,19,9.793587924
857,11,6.414381805
858,17,9.882800578
859,17,1.670016614
860,18,1.520684854
861,20,1.384985629
862,19,1.257262831
863,20,0.472703692
864,18,3.314657094
865,20,1.315887352
866,20,0.9078780630000001
867,20,1.7768547700000001
868,20,2.475177669
869,20,0.920501939
870,12,8.557997188
871,20,0.687311205
872,20,1.596717338
873,20,2.647640582
874,20,0.800079581
875,19,6.786734084
876,20,1.43973168
877,20,0.682805513
878,20,0.482352387
879,18,5.3391471180000005
880,20,0.824872182
881,20,1.21419824
882,20,1.698924578
883,20,2.192704292
884,20,3.7686558100000003
885,20,0.717448175
886,12,9.556335301
887,14,5.699796267
888,20,1.494546667
889,20,0.930903051
890,20,10.739206102
891,20,1.34452572
892,20,1.259320721
893,14,5.692616555
894,20,0.574991394
895,20,0.677701605
896,17,14.685530413
897,20,2.847535004
898,20,0.665533519
899,20,1.138018732
900,20,1.869016796
901,20,6.187661349
902,20,1.439923656
903,14,1.456884079
904,16,2.113429374
905,17,5.555437546
906,19,1.236097415
907,19,3.448574898
908,20,0.471183015
909,20,0.6880798690000001
910,20,1.164066809
911,20,0.693005207
912,16,2.995964691
913,19,1.940378608
914,17,3.505853061
915,20,4.444941403
916,20,1.510000877
917,20,0.42509281
918,15,11.994239851
919,20,0.375052779
920,20,1.668492376
921,20,0.388445486
922,20,11.857454091
923,18,3.997778915
924,20,1.5805862769999999
925,20,0.568134941
926,20,0.628169107
927,20,0.43848365899999997
928,20,2.686798128
929,20,0.8099883760000001
930,20,1.178831557
931,19,6.217839182
932,20,0.744984348
933,20,0.918173656
934,20,0.494840533
935,20,4.646140464
936,18,0.527405294
937,16,0.919619459
938,18,13.656153562
939,20,0.434972158
940,20,0.685958284
941,17,2.190543694
942,20,5.211702862
943,19,2.676550936
944,20,0.669781285
945,16,2.408888604
946,20,2.385820096
947,14,4.106317905
948,20,1.352038691
949,20,0.658861146
950,16,5.030930205
951,20,2.134269828
952,12,7.365626763
953,20,1.670080703
954,20,0.5091269740000001
955,20,1.267785405
956,20,0.461910946
957,19,4.0150720060000005
958,20,1.230436163
959,20,1.275820172
960,20,3.68603616
961,20,0.414853306
962,20,2.698741854
963,20,3.79847645
964,19,5.658938203
965,20,0.5124775109999999
966,20,0.8330022
967,20,1.916079461
968,17,6.543447963
969,19,1.568340058
970,19,1.8375922439999999
971,20,0.625593102
972,20,0.850265509
973,19,1.468449157
974,20,1.603552753
975,18,2.392206978
976,19,2.695937072
977,20,5.9843141300000005
978,15,3.35528565
979,18,1.7913322200000001
980,20,1.771131761
981,20,0.405566711
982,20,4.023043741
983,20,3.775297198
984,20,2.970208299
985,20,4.641038467
986,20,1.209407563
987,16,4.547871117
988,20,1.8950654390000001
989,20,8.230151643
990,17,1.157723052
991,20,4.931915491
992,19,2.061341928
993,20,0.558587885
994,20,0.902188211
995,15,3.7804303490000004
996,20,0.678237462
997,20,1.003467302
998,16,5.957803081
999,14,1.177779175
1000,20,0.809641338
1001,20,2.788387827
1002,20,1.553847571
1003,18,8.869807949
1004,16,9.409669591
1005,20,7.0515095290000005
1006,13,10.665418529
1007,16,1.47734246
1008,20,1.421617095
1009,14,3.3513548220000002
1010,19,3.210710937
1011,20,0.896580438
1012,20,0.41088462
1013,20,3.2137773259999998
1014,13,8.69722746
1015,17,8.448067998
1016,20,1.643668757
1017,17,4.266862626
1018,20,1.316704775
1019,20,1.389672687
1020,20,2.441936869
1021,15,10.917055069
1022,20,0.833431558
1023,20,0.504312257
1024,14,11.064506388
1025,20,0.820089295
1026,20,2.097144253
1027,20,1.973212234
1028,20,1.747597163
1029,20,1.249017009
1030,20,1.1378061
1031,20,10.05270298
1032,20,3.9564172319999997
1033,17,4.140927467
1034,20,1.307143505
1035,20,2.312805698
1036,17,1.238474569
1037,19,4.161951264
1038,20,1.7738234899999998
1039,20,1.006166641
1040,18,1.674156293
1041,20,0.848584566
1042,15,2.570887782
1043,20,1.235633288
1044,20,0.812199456
1045,14,9.213755566
1046,20,2.986409001
1047,20,5.5398793
1048,12,17.540951102
1049,3,11.265090822
1050,20,1.674271837
1051,16,5.31781206
1052,20,2.272414642
1053,20,0.553994653
1054,20,1.166228173
1055,20,0.764349923
1056,17,4.357126793
1057,20,0.808613366
1058,20,1.605150464
1059,20,0.49971526
1060,20,1.707098791
1061,15,5.505631066
1062,20,2.115211376
1063,20,0.672857417
1064,20,0.997885654
1065,20,1.903017081
1066,20,1.486811987
1067,20,0.6054709
1068,20,1.056739506
1069,20,3.624987493
1070,16,5.983822136
1071,20,0.260779839
1072,20,0.989593959
1073,19,7.447126068
1074,20,1.262120003
1075,16,2.9553585890000003
1076,20,0.789619433
1077,20,1.996276961
1078,20,5.233662124
1079,20,0.9129148180000001
1080,18,11.157896611
1081,20,2.747433719
1082,20,1.698906118
1083,20,1.229804692
1084,19,0.835187482
1085,20,0.291921343
1086,20,0.470373981
1087,20,15.769719759000001
1088,14,6.95438379
1089,20,2.744755152
1090,19,2.002523021
1091,20,1.617656719
1092,18,7.405145678
1093,20,2.737644281
1094,19,6.642129907999999
1095,20,6.815088205
1096,18,1.818250606
1097,20,1.437005577
1098,20,2.394970681
1099,19,2.232331022
1100,20,0.956620051
1101,20,1.012974344
1102,20,1.266475353
1103,20,0.660854074
1104,18,1.697316099
1105,20,0.9805558600000001
1106,15,8.428164188
1107,19,1.009384096
1108,20,0.818286375
1109,20,2.302913765
1110,20,0.605174477
1111,15,4.526735775
1112,20,0.878647097
1113,20,2.245829596
1114,11,5.510911388
1115,19,1.335879757
1116,20,2.7630072119999998
1117,20,4.317226206
1118,20,1.1917565170000002
1119,20,1.960086369
1120,19,0.936302338
1121,19,6.817359259
1122,17,5.11409534
1123,20,0.331710562
1124,20,0.58857936
1125,20,8.218129645
1126,20,0.910328167
1127,20,1.125861331
1128,13,10.210104472000001
1129,20,0.343475213
1130,19,14.012796245
1131,20,1.564719275
1132,20,0.557977137
1133,20,3.029407602
1134,20,1.464324956
1135,20,1.4714025
1136,20,0.943226495
1137,20,2.656738566
1138,19,12.468214146000001
1139,20,2.632567979
1140,12,3.784178597
1141,20,2.810548602
1142,19,9.007628421
1143,19,11.645793252
1144,20,1.494927922
1145,18,0.845861753
1146,20,0.936809995
1147,20,2.206137382
1148,19,6.274075375
1149,20,1.163712183
1150,20,6.475677978999999
1151,20,0.964781509
1152,20,2.284364819
1153,20,0.44874526400000003
1154,14,4.604374993
1155,20,0.895093117
1156,20,1.288586169
1157,20,1.063730425
1158,20,0.761498372
1159,20,3.824931806
1160,15,3.202139944
1161,20,0.856412968
1162,20,2.297409439
1163,20,1.007174414
1164,11,8.649748382
1165,15,3.532647965
1166,19,7.893938384
1167,18,4.837861859
1168,20,0.543956188
1169,19,0.982169857
1170,20,1.136021237
1171,18,2.468188305
1172,20,1.1766068379999999
1173,20,1.306806346
1174,20,7.533315894
1175,20,2.176641632
1176,20,2.386607466
1177,20,5.717518628
1178,15,9.946136007
1179,19,0.6623921620000001
1180,20,1.005179573
1181,20,0.489210684
1182,20,1.859701406
1183,20,0.705502804
1184,20,0.390764852
1185,20,3.6060044280000003
1186,18,3.767533575
1187,20,1.951607864
1188,20,0.486132028
1189,20,2.079273162
1190,20,1.273775295
1191,20,8.434877462000001
1192,20,0.9105579429999999
1193,18,2.070599842
1194,20,2.128999279
1195,20,5.29981247
1196,20,0.778243165
1197,20,1.978951183
1198,19,5.346322085
1199,20,0.799909667
1200,20,1.0653912490000002
1201,20,0.527101864
1202,20,6.366387499
1203,17,0.950260237
1204,15,2.833620293
1205,18,5.9954902279999995
1206,20,1.161327572
1207,20,4.350851736
1208,15,12.673997386
1209,19,18.056008173
1210,20,0.731936936
1211,20,0.477882083
1212,17,0.923597026
1213,20,2.069558733
1214,19,7.5089635349999995
1215,18,6.728099205
1216,20,0.722164621
1217,20,2.604327944
1218,12,4.515516613
1219,20,7.816727568
1220,20,0.375483162
1221,16,2.372011965
1222,19,2.201353567
1223,20,0.75314733
1224,20,0.752015424
1225,20,0.786825827
1226,19,1.897456953
1227,12,9.717691336
1228,20,2.733287875
1229,20,1.387293442
1230,20,3.659062227
1231,20,0.399446532
1232,20,0.910183824
1233,20,0.727282975
1234,19,6.0259981
1235,13,7.206958579
1236,20,0.544452782
1237,12,2.491028921
1238,20,2.142892162
1239,20,1.476647537
1240,20,0.5352466810000001
1241,20,0.702003506
1242,20,0.853461802
1243,13,3.463285258
1244,20,3.132083664
1245,20,1.940398142
1246,19,1.27925112
1247,20,0.693800663
1248,20,1.702656584
1249,13,9.786060728999999
1250,20,0.618852692
1251,11,9.205533795
1252,20,4.073303943
1253,15,4.597787884
1254,20,0.596890874
1255,20,1.801817287
1256,19,7.58905673
1257,20,0.870061728
1258,20,7.909888573
1259,20,3.729921488
1260,20,0.755612752
1261,19,1.016768157
1262,19,6.674087878
1263,20,0.7835470290000001
1264,15,3.012635179
1265,20,1.997633987
1266,20,3.659946348
1267,20,1.284597497
1268,20,1.35136964
1269,19,2.26559572
1270,20,1.5022108060000001
1271,20,3.456843786
1272,17,7.1508691220000005
1273,20,1.120989644
1274,20,0.5646267229999999
1275,13,10.157952498
1276,20,1.804798114
1277,19,5.408949842
1278,20,1.025989919
1279,20,0.796099207
1280,20,1.782696909
1281,20,0.687452331
1282,20,1.78514246
1283,20,1.503352356
1284,20,7.4120748590000005
1285,16,9.189502864
1286,20,0.936638273
1287,19,5.7593882370000005
1288,20,1.95622515
1289,20,0.8036139680000001
1290,19,8.64917341
1291,20,5.284625148
1292,20,0.620185961
1293,18,1.507635552
1294,20,0.756751681
1295,17,3.381724273
1296,19,5.020974356
1297,20,0.890297874
1298,20,1.255367545
1299,18,2.316677302
1300,16,5.076222647
1301,20,3.432485867
1302,20,1.071648065
1303,19,2.525974595
1304,20,2.362387339
1305,20,5.771930232
1306,18,2.705623456
1307,20,2.420903978
1308,20,0.681816152
1309,20,2.380555032
1310,20,0.824526359
1311,13,7.06528113
1312,19,2.452191213
1313,20,0.589320458
1314,20,1.8867055799999999
1315,20,2.014382626
1316,19,13.403995448
1317,20,0.7647337909999999
1318,20,0.801299852
1319,20,4.373877654
1320,20,1.68615866
